"","date","retweet","favorite","score","type","settle"
"1206","09/08/15",1,0,1,"Negative",368.25
"1207","09/09/15",0,0,2,"Neutral",369
"1208","09/10/15",1,0,1,"Negative",374.25
"1209","09/11/15",0,0,2,"Neutral",387
"1210","09/14/15",0,0,1,"Negative",393.5
"1211","09/15/15",0,0,2,"Neutral",390.5
"1212","09/16/15",0,0,1,"Negative",386
"1213","09/17/15",0,0,2,"Neutral",379.75
"1214","09/18/15",0,0,1,"Negative",377.25
"1215","09/21/15",0,0,1,"Negative",384.5
"1216","09/22/15",0,0,1,"Negative",380.5
"1217","09/23/15",1,0,2,"Neutral",383.25
"1218","09/24/15",1,0,1,"Negative",381.5
"1219","09/25/15",1,0,1,"Negative",389
"1220","09/28/15",1,0,1,"Negative",386.75
"1221","09/29/15",1,0,1,"Negative",389
"1222","09/30/15",1,0,2,"Neutral",387.75
"1223","10/01/15",0,0,1,"Negative",388.75
"1224","10/02/15",1,0,1,"Negative",389.25
"1225","10/05/15",0,0,1,"Negative",393.5
"1226","10/06/15",0,0,2,"Neutral",398.25
"1227","10/07/15",0,0,1,"Negative",395.75
"1228","10/08/15",1,0,1,"Negative",391.25
"1229","10/09/15",1,0,1,"Negative",382.75
"1230","10/12/15",1,0,1,"Negative",380.75
"1231","10/13/15",0,0,1,"Negative",384.5
"1232","10/14/15",1,0,1,"Negative",379
"1233","10/15/15",1,0,1,"Negative",375.5
"1234","10/16/15",0,0,1,"Negative",376.75
"1235","10/19/15",1,0,1,"Negative",373
"1236","10/20/15",1,0,1,"Negative",376.75
"1237","10/21/15",1,0,1,"Negative",380.75
"1238","10/22/15",0,0,1,"Negative",378.25
"1239","10/23/15",0,0,1,"Negative",379.75
"1240","10/26/15",1,0,1,"Negative",384.5
"1241","10/27/15",1,0,1,"Negative",380
"1242","10/28/15",0,0,1,"Negative",376
"1243","10/29/15",0,0,1,"Negative",380
"1244","10/30/15",1,0,1,"Negative",382.25
"1245","11/02/15",1,0,1,"Negative",376.5
"1246","11/03/15",0,0,1,"Negative",388.75
"1247","11/04/15",0,0,1,"Negative",388.25
"1248","11/05/15",1,0,1,"Negative",382.75
"1249","11/06/15",0,0,1,"Negative",381.75
"1250","11/09/15",1,0,1,"Negative",376
"1251","11/10/15",1,0,1,"Negative",368
"1252","11/11/15",1,1,1,"Negative",370
"1253","11/12/15",1,1,1,"Negative",369.5
"1254","11/13/15",1,0,1,"Negative",365.5
"1255","11/16/15",1,0,1,"Negative",366.75
"1256","11/17/15",1,0,1,"Negative",368
"1257","11/18/15",1,0,1,"Negative",368.25
"1258","11/19/15",1,0,1,"Negative",370.25
"1259","11/20/15",1,0,1,"Negative",369.75
"1260","11/23/15",1,0,1,"Negative",373
"1261","11/24/15",1,0,1,"Negative",369.5
"1262","11/25/15",1,0,1,"Negative",372.75
"1263","11/27/15",0,0,2,"Neutral",367.25
"1264","11/30/15",0,1,1,"Negative",372.25
"1265","12/01/15",1,0,2,"Neutral",373.75
"1266","12/02/15",1,0,1,"Negative",370.25
"1267","12/03/15",1,0,1,"Negative",377
"1268","12/04/15",1,1,2,"Neutral",381.5
"1269","12/07/15",1,0,1,"Negative",373
"1270","12/08/15",0,0,2,"Neutral",373.5
"1271","12/09/15",3,0,1,"Negative",373.75
"1272","12/10/15",0,0,2,"Neutral",379.25
"1273","12/11/15",2,0,1,"Negative",375.25
"1274","12/14/15",1,1,1,"Negative",379
"1275","12/15/15",1,0,1,"Negative",377.25
"1276","12/16/15",1,0,2,"Neutral",369.75
"1277","12/17/15",0,1,3,"Positive",374.25
"1278","12/18/15",1,2,2,"Neutral",374.5
"1279","12/21/15",2,1,2,"Neutral",372
"1280","12/22/15",1,0,1,"Negative",366.25
"1281","12/23/15",1,0,1,"Negative",365.5
"1282","12/24/15",0,0,1,"Negative",364.5
"1283","12/28/15",2,1,2,"Neutral",361
"1284","12/29/15",0,0,1,"Negative",362.5
"1285","12/30/15",2,1,1,"Negative",359
"1286","12/31/15",0,0,1,"Negative",358.75
"1287","01/04/16",1,1,1,"Negative",351.5
"1288","01/05/16",1,0,1,"Negative",353
"1289","01/06/16",1,1,2,"Neutral",353.25
"1290","01/07/16",1,0,1,"Negative",353
"1291","01/08/16",2,0,1,"Negative",357
"1292","01/11/16",0,0,1,"Negative",351.75
"1293","01/12/16",0,0,1,"Negative",356.75
"1294","01/13/16",0,0,2,"Neutral",358
"1295","01/14/16",1,0,1,"Negative",358
"1296","01/15/16",0,0,2,"Neutral",363.25
"1297","01/19/16",0,0,1,"Negative",367.75
"1298","01/20/16",1,1,2,"Neutral",368.75
"1299","01/21/16",1,1,2,"Neutral",367
"1300","01/22/16",2,0,1,"Negative",370.25
"1301","01/25/16",0,0,1,"Negative",369.75
"1302","01/26/16",0,0,1,"Negative",369.25
"1303","01/27/16",0,0,1,"Negative",369.25
"1304","01/28/16",1,0,2,"Neutral",365.5
"1305","01/29/16",0,0,1,"Negative",372
"1306","02/01/16",1,0,2,"Neutral",371.25
"1307","02/02/16",0,0,2,"Neutral",377.5
"1308","02/03/16",1,0,2,"Neutral",376
"1309","02/04/16",0,0,1,"Negative",373.5
"1310","02/05/16",0,0,1,"Negative",370.75
"1311","02/08/16",1,1,2,"Neutral",367
"1312","02/09/16",0,0,2,"Neutral",366
"1313","02/10/16",0,0,2,"Neutral",365.25
"1314","02/11/16",1,0,2,"Neutral",365
"1315","02/12/16",2,0,1,"Negative",363.5
"1316","02/16/16",1,0,1,"Negative",367.75
"1317","02/17/16",1,0,2,"Neutral",371.5
"1318","02/18/16",0,0,2,"Neutral",369.75
"1319","02/19/16",1,1,1,"Negative",369.25
"1320","02/22/16",0,0,1,"Negative",372.25
"1321","02/23/16",1,1,1,"Negative",366.75
"1322","02/24/16",2,0,2,"Neutral",364.5
"1323","02/25/16",1,1,2,"Neutral",360.5
"1324","02/26/16",1,0,1,"Negative",359.5
"1325","02/29/16",0,0,2,"Neutral",357
"1326","03/01/16",2,2,2,"Neutral",355.75
"1327","03/02/16",1,0,1,"Negative",356.25
"1328","03/03/16",1,1,2,"Neutral",356.5
"1329","03/04/16",2,1,1,"Negative",358.25
"1330","03/07/16",1,0,2,"Neutral",359
"1331","03/08/16",1,0,1,"Negative",360.5
"1332","03/09/16",1,2,1,"Negative",359.5
"1333","03/10/16",1,1,1,"Negative",362.75
"1334","03/11/16",1,0,1,"Negative",365
"1335","03/14/16",1,1,2,"Neutral",368.75
"1336","03/15/16",1,3,2,"Neutral",368.5
"1337","03/16/16",1,3,2,"Positive",368.25
"1338","03/17/16",1,2,2,"Neutral",368.5
"1339","03/18/16",1,1,1,"Negative",367
"1340","03/21/16",1,1,2,"Neutral",369.5
"1341","03/22/16",1,1,1,"Negative",370
"1342","03/23/16",0,0,1,"Negative",368.5
"1343","03/24/16",1,1,1,"Negative",370
"1344","03/28/16",1,1,1,"Negative",370.5
"1345","03/29/16",1,1,1,"Negative",373
"1346","03/30/16",0,0,2,"Neutral",367
"1347","03/31/16",0,0,1,"Negative",351.5
"1348","04/01/16",0,0,1,"Negative",354
"1349","04/04/16",1,0,1,"Negative",357.75
"1350","04/05/16",0,0,2,"Neutral",360
"1351","04/06/16",0,0,2,"Neutral",360.75
"1352","04/07/16",1,0,1,"Negative",364
"1353","04/08/16",0,0,2,"Neutral",365
"1354","04/11/16",1,0,1,"Negative",359.75
"1355","04/12/16",1,0,1,"Negative",365.5
"1356","04/13/16",0,0,2,"Neutral",377
"1357","04/14/16",1,0,1,"Negative",378
"1358","04/15/16",1,1,2,"Neutral",382
"1359","04/18/16",1,0,2,"Neutral",385
"1360","04/19/16",1,0,2,"Neutral",389.5
"1361","04/20/16",1,1,1,"Negative",399.75
"1362","04/21/16",1,0,1,"Negative",389.75
"1363","04/22/16",1,0,1,"Negative",375.5
"1364","04/25/16",1,1,1,"Negative",381.75
"1365","04/26/16",2,0,1,"Negative",387.25
"1366","04/27/16",1,0,2,"Neutral",384.75
"1367","04/28/16",1,0,1,"Negative",391.25
"1368","04/29/16",0,0,2,"Neutral",391.75
"1369","05/02/16",2,1,1,"Negative",391.75
"1370","05/03/16",1,0,1,"Negative",379.75
"1371","05/04/16",1,0,1,"Negative",376.75
"1372","05/05/16",1,0,1,"Negative",373.75
"1373","05/06/16",1,0,1,"Negative",377.5
"1374","05/09/16",1,1,1,"Negative",369
"1375","05/10/16",0,0,1,"Negative",381
"1376","05/11/16",0,1,1,"Negative",377.5
"1377","05/12/16",1,0,2,"Neutral",389
"1378","05/13/16",1,0,2,"Neutral",390.75
"1379","05/16/16",1,1,1,"Negative",394
"1380","05/17/16",1,0,1,"Negative",397
"1381","05/18/16",1,0,1,"Negative",399.5
"1382","05/19/16",1,0,1,"Negative",390
"1383","05/20/16",0,0,2,"Neutral",394.5
"1384","05/23/16",1,0,1,"Negative",397.75
"1385","05/24/16",1,0,2,"Neutral",397.5
"1386","05/25/16",0,0,2,"Neutral",404.75
"1387","05/26/16",1,0,2,"Neutral",408.25
"1388","05/27/16",2,3,2,"Neutral",412.75
"1389","05/31/16",1,1,1,"Negative",404.75
"1390","06/01/16",1,1,1,"Negative",413.75
"1391","06/02/16",1,0,2,"Neutral",415.75
"1392","06/03/16",0,0,2,"Neutral",419.75
"1393","06/06/16",1,1,1,"Negative",429
"1394","06/07/16",1,1,1,"Negative",430.5
"1395","06/08/16",0,0,2,"Neutral",434.75
"1396","06/09/16",0,0,1,"Negative",430.5
"1397","06/10/16",1,0,1,"Negative",427.5
"1398","06/13/16",1,0,1,"Negative",435.5
"1399","06/14/16",0,0,1,"Negative",441.75
"1400","06/15/16",0,0,1,"Negative",434
"1401","06/16/16",1,1,1,"Negative",430.5
"1402","06/17/16",1,2,1,"Negative",442.75
"1403","06/20/16",1,0,2,"Neutral",426.75
"1404","06/21/16",1,0,2,"Neutral",402.25
"1405","06/22/16",0,0,1,"Negative",398.25
"1406","06/23/16",0,1,1,"Negative",392.5
"1407","06/24/16",0,0,2,"Neutral",389
"1408","06/27/16",2,1,1,"Negative",389.25
"1409","06/28/16",1,0,1,"Negative",388.75
"1410","06/29/16",0,0,1,"Negative",377.75
"1411","06/30/16",0,0,1,"Negative",365.5
"1412","07/01/16",1,0,2,"Neutral",360
"1413","07/05/16",0,0,2,"Neutral",350.75
"1414","07/06/16",0,0,1,"Negative",341.5
"1415","07/07/16",0,0,1,"Negative",341.75
"1416","07/08/16",0,0,2,"Neutral",355
"1417","07/11/16",0,0,1,"Negative",348.25
"1418","07/12/16",1,0,2,"Neutral",352.25
"1419","07/13/16",0,0,2,"Neutral",362
"1420","07/14/16",0,0,1,"Negative",357.75
"1421","07/15/16",1,0,1,"Negative",352.25
"1422","07/18/16",1,1,1,"Negative",357
"1423","07/19/16",0,0,2,"Neutral",341.75
"1424","07/20/16",0,1,2,"Neutral",337.5
"1425","07/21/16",0,0,2,"Neutral",334.25
"1426","07/22/16",1,0,2,"Neutral",335
"1427","07/25/16",0,0,1,"Negative",334.75
"1428","07/26/16",0,0,2,"Neutral",332.5
"1429","07/27/16",0,0,2,"Neutral",335.75
"1430","07/28/16",0,0,1,"Negative",331.25
"1431","07/29/16",1,0,1,"Negative",334.5
"1432","08/01/16",1,1,1,"Negative",325.75
"1433","08/02/16",0,0,1,"Negative",334
"1434","08/03/16",0,0,2,"Neutral",335
"1435","08/04/16",0,0,1,"Negative",331
"1436","08/05/16",0,0,2,"Neutral",334.25
"1437","08/08/16",2,2,1,"Negative",334.75
"1438","08/09/16",1,1,2,"Neutral",332.5
"1439","08/10/16",0,0,2,"Neutral",333
"1440","08/11/16",1,0,1,"Negative",331.75
"1441","08/12/16",1,1,2,"Neutral",333
"1442","08/15/16",0,1,1,"Negative",337
"1443","08/16/16",0,1,2,"Neutral",337.25
"1444","08/17/16",0,0,2,"Neutral",339.75
"1445","08/18/16",0,1,2,"Neutral",342
"1446","08/19/16",0,1,2,"Neutral",343.75
"1447","08/22/16",1,1,1,"Negative",342.5
"1448","08/23/16",0,0,1,"Negative",337.25
"1449","08/24/16",0,0,2,"Neutral",336.25
"1450","08/25/16",0,0,2,"Neutral",332
"1451","08/26/16",1,0,1,"Negative",325
"1452","08/29/16",1,1,2,"Neutral",320.75
"1453","08/30/16",0,0,2,"Neutral",315.75
"1454","08/31/16",0,0,2,"Neutral",315.5
"1455","09/01/16",0,0,2,"Neutral",323.75
"1456","09/02/16",0,0,1,"Negative",328.5
"1457","09/06/16",0,0,1,"Negative",328.5
"1458","09/07/16",1,0,1,"Negative",333.25
"1459","09/08/16",0,1,1,"Negative",338.5
"1460","09/09/16",0,0,1,"Negative",341
"1461","09/12/16",0,0,1,"Negative",339.5
"1462","09/13/16",0,0,2,"Neutral",330
"1463","09/14/16",1,0,1,"Negative",331.75
"1464","09/15/16",1,1,2,"Neutral",330
"1465","09/16/16",0,0,1,"Negative",337
"1466","09/19/16",0,0,2,"Neutral",337.25
"1467","09/20/16",0,0,1,"Negative",340.5
"1468","09/21/16",1,0,2,"Neutral",340
"1469","09/22/16",1,0,1,"Negative",336.75
"1470","09/23/16",0,0,2,"Neutral",336.5
"1471","09/26/16",2,1,1,"Negative",329
"1472","09/27/16",1,0,1,"Negative",331.75
"1473","09/28/16",0,0,2,"Neutral",329.25
"1474","09/29/16",1,0,1,"Negative",329.25
"1475","09/30/16",0,0,1,"Negative",336.75
"1476","10/03/16",0,0,2,"Neutral",346
"1477","10/04/16",0,0,2,"Neutral",348.25
"1478","10/05/16",0,0,2,"Neutral",347.75
"1479","10/06/16",1,1,2,"Neutral",340.5
"1480","10/07/16",0,0,2,"Neutral",339.75
"1481","10/10/16",1,0,1,"Negative",343.25
"1482","10/11/16",0,0,1,"Negative",345.5
"1483","10/12/16",0,0,2,"Neutral",337
"1484","10/13/16",0,0,1,"Negative",349.5
"1485","10/14/16",0,0,1,"Negative",354.25
"1486","10/17/16",1,1,1,"Negative",354
"1487","10/18/16",0,0,2,"Neutral",353.75
"1488","10/19/16",0,0,1,"Negative",357.5
"1489","10/20/16",0,0,2,"Neutral",351
"1490","10/21/16",1,1,1,"Negative",352.5
"1491","10/24/16",1,1,1,"Negative",348.25
"1492","10/25/16",0,0,2,"Neutral",349.25
"1493","10/26/16",0,0,2,"Neutral",354
"1494","10/27/16",0,0,1,"Negative",357.5
"1495","10/28/16",0,0,1,"Negative",355
"1496","10/31/16",1,0,1,"Negative",354.75
"1497","11/01/16",1,0,2,"Neutral",349
"1498","11/02/16",0,0,2,"Neutral",355.5
"1499","11/03/16",0,0,2,"Neutral",357
"1500","11/04/16",0,0,2,"Neutral",357.5
"1501","11/07/16",2,1,1,"Negative",355.25
"1502","11/08/16",0,0,1,"Negative",362.75
"1503","11/09/16",0,0,2,"Neutral",349.75
"1504","11/10/16",0,0,1,"Negative",352
"1505","11/11/16",0,0,2,"Neutral",349
"1506","11/14/16",1,0,1,"Negative",345.25
"1507","11/15/16",0,0,2,"Neutral",349.25
"1508","11/16/16",0,0,2,"Neutral",346.5
"1509","11/17/16",1,0,2,"Neutral",349.75
"1510","11/18/16",0,1,2,"Neutral",353.5
"1511","11/21/16",1,0,2,"Neutral",357.75
"1512","11/22/16",0,0,2,"Neutral",359
"1513","11/23/16",0,0,1,"Negative",359.25
"1514","11/25/16",0,0,2,"Neutral",358.25
"1515","11/28/16",1,1,2,"Neutral",358.25
"1516","11/29/16",0,0,1,"Negative",349
"1517","11/30/16",1,0,1,"Negative",348.5
"1518","12/01/16",0,0,1,"Negative",342.5
"1519","12/02/16",0,0,2,"Neutral",347.25
"1520","12/05/16",2,2,1,"Negative",359.25
"1521","12/06/16",1,0,2,"Neutral",360.5
"1522","12/07/16",0,0,2,"Neutral",358
"1523","12/08/16",0,0,2,"Neutral",353.5
"1524","12/09/16",0,0,2,"Neutral",359.5
"1525","12/12/16",2,1,1,"Negative",360.5
"1526","12/13/16",1,1,2,"Neutral",361
"1527","12/14/16",0,0,2,"Neutral",362
"1528","12/15/16",1,0,1,"Negative",356.5
"1529","12/16/16",0,0,2,"Neutral",356.25
"1530","12/19/16",2,3,2,"Neutral",353.25
"1531","12/20/16",1,1,2,"Neutral",350.25
"1532","12/21/16",0,0,2,"Neutral",347.25
"1533","12/22/16",0,0,2,"Neutral",347.25
"1534","12/23/16",0,0,1,"Negative",345.75
"1535","12/27/16",1,1,1,"Negative",355
"1536","12/28/16",1,1,2,"Neutral",348.25
"1537","12/29/16",0,0,1,"Negative",349.75
"1538","12/30/16",0,0,2,"Neutral",352
"1539","01/03/17",0,0,2,"Neutral",355.75
"1540","01/04/17",0,0,1,"Negative",359.75
"1541","01/05/17",0,0,2,"Neutral",361.25
"1542","01/06/17",0,0,1,"Negative",358
"1543","01/09/17",3,2,1,"Negative",360
"1544","01/10/17",0,0,2,"Neutral",358.25
"1545","01/11/17",0,0,2,"Neutral",357.25
"1546","01/12/17",0,1,2,"Positive",358.25
"1547","01/13/17",0,1,1,"Negative",358.5
"1548","01/17/17",0,0,1,"Negative",365.5
"1549","01/18/17",0,0,2,"Neutral",365
"1550","01/19/17",0,0,2,"Neutral",366.25
"1551","01/20/17",0,0,1,"Negative",369.75
"1552","01/23/17",1,1,1,"Negative",369.5
"1553","01/24/17",0,1,1,"Negative",363.25
"1554","01/25/17",0,0,2,"Neutral",366.25
"1555","01/26/17",0,0,2,"Neutral",363.75
"1556","01/27/17",0,0,2,"Neutral",362.5
"1557","01/30/17",1,1,1,"Negative",357.75
"1558","01/31/17",0,0,1,"Negative",359.75
"1559","02/01/17",0,0,1,"Negative",368.25
"1560","02/02/17",0,0,2,"Neutral",375
"1561","02/03/17",0,0,2,"Neutral",372.75
"1562","02/06/17",3,2,2,"Neutral",371.25
"1563","02/07/17",0,0,1,"Negative",376
"1564","02/08/17",0,0,1,"Negative",378.5
"1565","02/09/17",0,0,2,"Neutral",377.25
"1566","02/10/17",0,0,1,"Negative",382
"1567","02/13/17",0,0,2,"Neutral",382.75
"1568","02/14/17",0,0,1,"Negative",381.75
"1569","02/15/17",0,1,2,"Neutral",386
"1570","02/16/17",0,1,2,"Neutral",381
"1571","02/17/17",0,0,2,"Neutral",375.5
"1572","02/21/17",1,1,2,"Neutral",376.5
"1573","02/22/17",0,0,1,"Negative",378.25
"1574","02/23/17",0,0,1,"Negative",372.5
"1575","02/24/17",0,0,1,"Negative",370.75
"1576","02/27/17",1,1,1,"Negative",368.25
"1577","02/28/17",0,1,2,"Neutral",373.75
"1578","03/01/17",0,0,1,"Negative",382
"1579","03/02/17",0,1,2,"Neutral",379.5
"1580","03/03/17",0,0,2,"Neutral",380.75
"1581","03/06/17",0,0,1,"Negative",378.5
"1582","03/07/17",0,0,1,"Negative",376
"1583","03/08/17",1,0,2,"Neutral",372.25
"1584","03/09/17",0,0,1,"Negative",367
"1585","03/10/17",0,0,2,"Neutral",364.25
"1586","03/13/17",0,0,1,"Negative",361
"1587","03/14/17",0,1,2,"Neutral",362.25
"1588","03/15/17",0,0,1,"Negative",363.5
"1589","03/16/17",0,0,2,"Neutral",366
"1590","03/17/17",0,0,2,"Neutral",367.5
"1591","03/20/17",3,2,1,"Negative",363.5
"1592","03/21/17",0,0,1,"Negative",361.25
"1593","03/22/17",0,1,2,"Neutral",358.75
"1594","03/23/17",0,0,2,"Neutral",356.75
"1595","03/24/17",0,0,1,"Negative",356.25
"1596","03/27/17",0,0,1,"Negative",355.75
"1597","03/28/17",0,0,2,"Neutral",357.75
"1598","03/29/17",0,0,1,"Negative",358.5
"1599","03/30/17",0,0,1,"Negative",357.5
"1600","03/31/17",0,0,1,"Negative",364.25
"1601","04/03/17",0,0,1,"Negative",367.75
"1602","04/04/17",0,0,2,"Neutral",370.75
"1603","04/05/17",0,0,2,"Neutral",372.5
"1604","04/06/17",0,0,2,"Neutral",368.5
"1605","04/07/17",0,0,2,"Neutral",367.25
"1606","04/10/17",3,2,1,"Negative",374.5
"1607","04/11/17",0,0,1,"Negative",373.75
"1608","04/12/17",0,0,2,"Neutral",376
"1609","04/13/17",0,1,2,"Neutral",378
"1610","04/17/17",4,2,1,"Negative",373.25
"1611","04/18/17",0,0,2,"Neutral",368.25
"1612","04/19/17",0,0,1,"Negative",368.25
"1613","04/20/17",0,0,2,"Neutral",364.25
"1614","04/21/17",0,0,2,"Neutral",363.75
"1615","04/24/17",0,0,1,"Negative",365.5
"1616","04/25/17",0,1,1,"Negative",371.75
"1617","04/26/17",0,0,2,"Neutral",366.75
"1618","04/27/17",0,0,2,"Neutral",369.25
"1619","04/28/17",0,0,2,"Positive",366.5
"1620","05/01/17",1,1,1,"Negative",377.5
"1621","05/02/17",0,0,2,"Neutral",372.25
"1622","05/03/17",0,0,2,"Neutral",374.75
"1623","05/04/17",0,0,1,"Negative",366.5
"1624","05/05/17",0,0,2,"Neutral",370.75
"1625","05/08/17",0,1,2,"Neutral",366
"1626","05/09/17",0,0,1,"Negative",366.5
"1627","05/10/17",1,0,2,"Neutral",373.75
"1628","05/11/17",0,0,2,"Neutral",369.25
"1629","05/12/17",0,0,2,"Neutral",371
"1630","05/15/17",0,0,1,"Negative",367.75
"1631","05/16/17",0,0,1,"Negative",367.75
"1632","05/17/17",1,0,2,"Neutral",371.5
"1633","05/18/17",0,0,1,"Negative",366
"1634","05/19/17",0,0,2,"Neutral",372.5
"1635","05/22/17",1,1,2,"Neutral",375
"1636","05/23/17",0,0,1,"Negative",369.5
"1637","05/24/17",0,1,2,"Neutral",371.25
"1638","05/25/17",0,0,2,"Neutral",369.25
"1639","05/26/17",0,0,1,"Negative",374.25
"1640","05/30/17",0,1,2,"Neutral",367
"1641","05/31/17",0,0,1,"Negative",372
"1642","06/01/17",0,0,2,"Neutral",370.5
"1643","06/02/17",0,0,2,"Neutral",380.75
"1644","06/05/17",10,1,1,"Negative",381.25
"1645","06/06/17",0,0,1,"Negative",385.5
"1646","06/07/17",0,0,1,"Negative",392.25
"1647","06/08/17",0,0,1,"Negative",393.5
"1648","06/09/17",0,0,1,"Negative",395.75
"1649","06/12/17",0,0,2,"Neutral",385
"1650","06/13/17",6,0,1,"Negative",388.5
